zid,address,zipcode,alat,alon,valuation,value_change,value_range_high,value_range_low,sqft,lot_sqft,year_built,last_sold_date,last_sold_price
29340055,12445 Fairfax Ridge Place,78738,30.313604,-97.931221,476478.0,-2483,500302,452654,2805,12524,1998.0,,
,100 Misty Lane,78612,,,,,,,,,,,
63228290,14099 Ashton Woods Circle,78727,30.440601,-97.706142,272836.0,1281,286478,259194,1446,7440,2004.0,,
,170 Story Drive,78610,,,,,,,,,,,
80097888,12601 Maidenhair Lane,78738,30.295452,-97.946057,1621639.0,-1878,1702721,1540557,6700,26920,2011.0,06/18/2018,1600000
58305575,4807 Misty Brook Cove,78727,30.416599,-97.734563,431241.0,1651,452803,409679,2221,10516,1981.0,08/29/2015,
,17300 Littig Road,78621,,,,,,,,,,,
,11211 D Morgan Road,78736,,,,,,,,,,,
,787 Meadowcreek Drive,78664,,,,,,,,,,,
29381327,13108 Fawnvalley Drive,78613,30.514758,-97.88064,312401.0,3432,356137,284285,1844,15146,1974.0,,
,12204 Jacobson Road,78653,,,,,,,,,,,
,8788 Bear Creek Drive,78737,,,,,,,,,,,
29477173,4016 Clawson Road,78704,30.231135,-97.783301,489950.0,5091,524247,465453,864,21266,1942.0,,
70334530,19625 Cheyenne Valley Drive,78664,30.489016,-97.605895,304563.0,1568,319791,289335,3289,9779,2008.0,,
125889713,2400 Gardenia Drive,78727,30.434409,-97.689625,,,,,,18256,1967.0,,
58312962,4703 South Forest Drive,78745,30.222107,-97.787182,318179.0,3511,334088,302270,996,7736,1959.0,,
29407462,6802 Syracuse Cove,78723,30.313644,-97.668377,308448.0,-3393,323870,289941,1036,7566,1961.0,,
,1842 Osprey Ridge Loop,78645,,,,,,,,,,,
58303385,11800 Dessau Road,78753,30.384114,-97.670574,276626.0,-4808,290457,262795,1306,11365,1959.0,,
,7684 Lazy River Cove,78730,,,,,,,,,,,
,20400 Blake Manor Road,78653,,,,,,,,,,,
29322069,1217 West Mary Street,78704,30.248682,-97.766597,,,,,600,90370,1966.0,,
83829536,19218 Lockwood Road,78653,30.309408,-97.514248,372166.0,8372,405661,334949,3121,116305,1977.0,11/15/2010,228783
29513482,11516 Gun Fight Lane,78748,30.160392,-97.854178,381847.0,14696,400939,362755,2351,7370,1989.0,,
,399 Shallowwater Cv,78619,,,,,,,,,,,
,9500 Vera Cruz Road,78737,,,,,,,,,,,
,1038 Silverstone Drive,78613,,,,,,,,,,,
29514927,12303 Buffalo Grove Cove,78739,30.155723,-97.871613,548766.0,-4725,609130,504865,3800,44431,1993.0,05/20/2013,
,7033 Colton-Bluff Springs Road,78744,,,,,,,,,,,
,5300 Crainway Drive,78724,,,,,,,,,,,
29386640,1138 Marks Circle,78721,30.26912,-97.690814,333234.0,6662,373222,303243,1078,9265,1960.0,,
,4424 Westlake Drive,78746,,,,,,,,,,,
83829895,15602 FM 812,78719,30.107516,-97.617794,229994.0,15426,273693,181695,1448,320166,1970.0,,
,5572 Goforth Road,78640,,,,,,,,,,,
144352404,11420 Schriber Road,78610,30.076163,-97.673859,,,,,,2885632,,,
,16298 Marcello Drive,78660,,,,,,,,,,,
29517136,506 Bear Canyon Drive,78652,30.125975,-97.829378,308023.0,-8579,323424,283381,1820,27939,1979.0,,
214456467,411 Old 71,78612,30.165083,-97.494578,1658343.0,10080,2222180,1127673,2211,4328906,1998.0,,
,7604 Williamson Creek Drive,78736,,,,,,,,,,,
,2916 Rae Dell Avenue,78704,,,,,,,,,,,
144344860,3511 Caldwell Lane,78617,30.196841,-97.545384,829406.0,-37736,1285579,563996,512,1118142,1940.0,,
144987612,1051 Dalton Lane,78742,30.22743,-97.671227,215111.0,6694,240924,189298,1232,127674,1984.0,,
,7407 Crystalbrook Drive,78724,,,,,,,,,,,
64555733,16712 French Harbour Court,78734,30.422856,-97.937729,1084774.0,-10514,1139013,1030535,4735,89734,2003.0,06/11/2012,
29397081,9212 Tristam Drive,78621,30.283358,-97.470402,172690.0,1,195140,153694,924,141396,1987.0,,
,12501 Ballerstedt Road,78621,,,,,,,,,,,
29483623,5627 Wagon Train Road,78749,30.222471,-97.861467,322641.0,-1313,338773,306509,1413,10881,1979.0,,
,199 Sosebee Parkway,78610,,,,,,,,,,,
28584379,107 Four Aces Road,78640,29.994435,-97.817311,207112.0,-8567,221610,180187,1906,70829,1993.0,,
58297949,16001 Flint Rock Road,78738,30.332457,-97.982891,734032.0,21833,873498,631268,4,83417,2000.0,,
70332680,3000 Fleet Drive,78748,30.167657,-97.841474,361402.0,720,379472,343332,2531,7000,2006.0,,
70355663,18941 Colonial Manor Lane,78660,30.463773,-97.582359,380533.0,5299,399560,361506,3469,9723,2006.0,,
110539553,12629 Ballerstedt Road,78621,30.342125,-97.46214,398700.0,-2131,482427,350856,2745,289674,2010.0,04/26/2016,
70331835,8400 Big View Drive,78730,30.351706,-97.86869,2410382.0,-159104,2627316,2217551,6085,44061,2007.0,,
29465450,6905 East Riverside Drive,78741,30.221994,-97.697508,450220.0,15122,535762,369180,980,23958,1950.0,,
111967951,17115 Axell Lane,78653,30.412427,-97.487085,1538243.0,-47232,2076628,1107535,7658,4154317,2005.0,,
144297607,16641 Cameron Road,78660,30.403183,-97.538467,,,,,,5439773,,,
,164 Pleasant Valley Lane,78616,,,,,,,,,,,
,1024 Fallwell Lane,78617,,,,,,,,,,,
,6447 FM 973,78617,,,,,,,,,,,
28595625,18 Carriage House Lane,78737,30.205857,-97.993837,511538.0,-15919,542230,485961,3069,120966,1989.0,,
29396151,921 East 37th Street,78705,30.293917,-97.722423,498887.0,-14944,523831,473943,1541,10025,1940.0,,
,3324 Northland Drive,78731,,,,,,,,,,,
,508 Farm-to-Market Road 1327,78747,,,,,,,,,,,
29471294,9609 Cliffbrook Drive,78747,30.102453,-97.715634,192192.0,1850,215255,176817,1564,105720,1970.0,,
29328405,4703 Wild Briar Pass,78746,30.277218,-97.822718,750618.0,-7149,825680,683062,2960,15973,1983.0,,
64776463,16103 Flint Rock Road,78738,30.331093,-97.984181,888731.0,3239,1013153,799858,3743,159691,2000.0,,
,9200 Hill Lane,78653,,,,,,,,,,,
2093455393,325 Highland Estates Drive,78664,30.502291,-97.611439,225334.0,3533,304201,184774,1106,,1984.0,,
29381115,17705 Cross Street,78645,30.500655,-97.905968,185518.0,4034,205925,155835,479,28009,1970.0,,
,3815 Buck Lane,78617,,,,,,,,,,,
29491913,6655 Ruxton Lane,78749,30.211595,-97.884089,367885.0,-2610,386279,331097,1780,7693,1994.0,,
,3201 Winding Creek Drive,78735,,,,,,,,,,,
29374619,10204 Lockerbie Court,78750,30.434277,-97.813068,647178.0,7325,679537,595404,3661,57843,1984.0,,
29339722,11533 Emerald Falls Drive,78738,30.312342,-97.915063,447602.0,3767,469982,425222,2705,6447,2000.0,12/16/2015,
29369997,11403 Charred Oak Drive,78759,30.42414,-97.770521,393578.0,1625,413257,373899,1833,11687,1982.0,,
111969572,9998 Paulines Way,78717,30.499245,-97.75848,503807.0,-12656,549150,473579,3056,,2012.0,,
70332507,9700 Peakridge Drive,78737,30.225636,-97.930387,573585.0,-1080,642415,533434,3224,43551,2012.0,,
,12905 Camino Real,78640,,,,,,,,,,,
125804856,7601 Burnet Road,78757,30.352347,-97.730878,,,,,,845630,1959.0,,
125747248,15205 Nightingale Lane,78734,30.365201,-97.947601,552768.0,-100935,585934,525130,3297,20473,2017.0,10/19/2017,689000
29555508,9507 Braes Valley Street,78729,30.46751,-97.777781,236247.0,9190,252784,217347,1302,,1985.0,,
92426878,2201 Double Creek Drive,78664,30.466234,-97.725827,,,,,814,515192,2006.0,03/31/2015,
58317238,1812 True Cove,78748,30.162735,-97.830184,273246.0,-2164,292373,256851,1430,13155,2001.0,,
29388905,4708 Santa Anna Street,78721,30.275142,-97.687216,276902.0,-77,312899,246443,624,6547,1959.0,,
29457121,17819 Madden Drive,78660,30.472371,-97.635489,234102.0,-6218,245807,217715,2102,6351,1999.0,,
29336774,2114 Cliffs Edge Drive,78733,30.301989,-97.889661,725412.0,-18286,761683,674633,3517,13634,1994.0,10/01/2015,725000
70327763,7803 Lenape Trail,78736,30.248169,-97.927411,668276.0,-32175,735104,628179,3600,21213,2012.0,,
,1602 Calder Road,78616,,,,,,,,,,,
58311960,8745 Linden Road,78617,30.126537,-97.595949,298804.0,2674,343625,262948,2369,43560,2013.0,,
29347203,66 The Hills Drive,78738,30.345993,-97.984056,581820.0,31,622547,506183,4333,8551,2001.0,,
2129932290,11527 Doyle Overton Road,78617,30.073727,-97.641486,297662.0,15926,395890,151808,1100,1093704,1983.0,,
202131991,2411 Mathias Lane,78640,30.014598,-97.786496,,,,,,473062,,,
29426461,8304 Hathaway Drive,78757,30.362823,-97.727361,304044.0,-8945,325327,273640,950,6541,1962.0,06/30/2017,
,17417 Breakwater Drive,78645,,,,,,,,,,,
29365384,7219 Villa Maria Lane,78759,30.409537,-97.778461,644967.0,-4552,677215,612719,3474,9866,2001.0,,
97872287,14414 Fitzhugh Road,78736,30.243075,-98.015204,404192.0,9761,464821,383982,1693,78408,1992.0,,
,617 Skyview,78613,,,,,,,,,,,
2090478951,3101 West William Cannon Drive,78745,30.198503,-97.789199,,,,,762,,,,
83829908,3306 Ferguson Lane,78754,30.341766,-97.650847,,,,,720,555390,1969.0,,
144186195,15207 Bowling Lane,78734,30.366918,-97.946361,,,,,,16649,,,
29439392,11724 Running Fox Trail,78759,30.41307,-97.734227,348352.0,2028,365770,327451,1568,7462,1975.0,06/10/2014,
70335326,1817 Marcus Abrams Boulevard,78748,30.154854,-97.835661,280144.0,-805,294151,263335,1487,6098,2007.0,,
,10749 Wagon Road West,78736,,,,,,,,,,,
,9333 Brown Lane,78754,,,,,,,,,,,
144964754,16301 Decker Lake Road,78724,30.257982,-97.564298,712821.0,-23076,1040719,513231,1613,2859366,1920.0,,
144291446,14101 Manda Carlson Road,78615,30.390226,-97.476148,,,,,1224,715255,1972.0,,
29341625,345 Commons Ford Road,78733,30.324023,-97.875768,663200.0,-13274,709624,616776,2815,30662,1983.0,,
125903248,5926 Standing Rock Drive,78730,30.376125,-97.829484,,,,,,46609,1970.0,,
29495739,4303 Mauai Cove,78749,30.204762,-97.849337,305877.0,6685,321171,290583,1388,10001,1986.0,,
125792482,10709 Jones Road,78653,30.302388,-97.486288,,,,,924,1180999,2001.0,,
,229 Circle Drive,78610,,,,,,,,,,,
70354705,11913 Timber Heights Drive,78754,30.375024,-97.647878,233748.0,129,245435,217386,1601,5841,2009.0,,
64785219,19406 Blake Manor Road,78653,30.281806,-97.509946,244119.0,190,280737,212384,1680,363726,1994.0,,
29396613,2800 Lovell Drive,78723,30.292588,-97.688935,386753.0,8692,406091,351945,2020,9470,1972.0,,
29364174,8332 Jancy Drive,78750,30.39459,-97.803899,645562.0,-3076,677840,606828,3561,10977,1994.0,,
,10401 Sprinkle Cutoff Road,78754,,,,,,,,,,,
29339526,10409 Peonia Court,78733,30.308927,-97.89547,1075985.0,9259,1172824,1000666,5279,63001,1996.0,,
,289 Whirlaway Drive,78737,,,,,,,,,,,
144963744,12016 Trails End Road,78641,30.497203,-97.893085,535823.0,-5195,637629,482241,3840,43560,2000.0,,
58316551,12100 Trailmaster Drive,78737,30.192445,-97.936777,671022.0,-10292,738124,577079,4129,75794,1985.0,,
29411205,17411 Blake Manor Road,78653,30.322246,-97.543391,209940.0,5366,233033,184747,1632,43560,1976.0,,
29350802,133 Double Eagle Drive,78738,30.354862,-97.985449,349192.0,3155,366652,328240,1691,11787,2000.0,,
29339814,3012 Portola Court,78738,30.310654,-97.923462,456148.0,-5041,478955,433341,3192,9126,1995.0,,
,3501 Robbins Road,78730,,,,,,,,,,,
29448516,612 Smoke Signal Pass,78660,30.439951,-97.635437,200245.0,5466,210257,190233,1362,5358,1986.0,,
,1938 Waukesha Drive,78728,,,,,,,,,,,
29332720,101 Wood Trail,78746,30.289209,-97.819391,1180195.0,-110,1239205,1109383,3230,43560,1994.0,,
29464157,1202 Dunlap Road North,78725,30.22624,-97.630832,165530.0,5462,182083,145666,1456,19319,1984.0,,
119623825,117 Concord Circle,78737,30.143087,-97.964649,,,,,,75359,,,
,1825 Plateau Vista Boulevard,78664,,,,,,,,,,,
70339175,11321 Church Canyon Drive,78754,30.360134,-97.63848,200380.0,1233,210399,186353,1135,4443,2005.0,,
,13830 RM 2769,78641,,,,,,,,,,,
29383785,16601 Deep Meadow Cove,78653,30.25122,-97.556973,444843.0,-9551,507121,409256,4503,50965,2000.0,,
29335820,2508 Janice Drive,78703,30.297615,-97.76511,1748442.0,1191,1870833,1608567,5468,17380,2010.0,,
29555378,13506 Bayswater Garden,78729,30.470705,-97.778021,331531.0,-9228,371315,308324,2261,15468,1982.0,,
29517419,500 Whitetail Drive,78652,30.122444,-97.830406,397837.0,13421,437621,373967,2652,20142,1980.0,,
,4000 RM 620,78734,,,,,,,,,,,
,1130 1/2 Springdale Road,78721,,,,,,,,,,,
29343009,4513 Edgemont Drive,78731,30.326024,-97.765082,1342976.0,51844,1423555,1222108,4077,12632,1955.0,,
144991216,15112 Fagerquist Road,78617,30.142666,-97.598715,496570.0,232644,521398,382359,3896,1090306,2015.0,,
,3000 East Pecan Street,78660,,,,,,,,,,,
64648213,8722 Elroy Road,78617,30.127313,-97.627132,230692.0,26095,269910,184554,1236,87120,1987.0,,
29341502,47 Pascal Lane,78746,30.317786,-97.831816,1492521.0,-619,1567147,1343269,5060,59241,1999.0,04/29/2016,
,1226 County Road 138,78634,,,,,,,,,,,
62607151,1822 Rowe Loop,78660,30.488584,-97.580731,404362.0,6686,460973,363926,3009,175547,1979.0,,
29336399,940 Live Oak Circle,78746,30.296466,-97.811094,989706.0,-26138,1296515,831353,2700,100624,1982.0,,
,1395 Black Cherry Drive,78613,,,,,,,,,,,
29537386,124 Woodland Trail,78641,30.545721,-97.80662,466847.0,5073,494858,424831,2823,110730,1982.0,02/27/2004,312500
64695003,8613 Deja Avenue,78747,30.150327,-97.737989,213731.0,-739,224418,203044,1416,3615,2003.0,,
,7910 Cameron Road,78753,,,,,,,,,,,
29429621,8709 Donna Gail Drive,78757,30.372195,-97.730648,402037.0,-435,422139,381935,1469,7039,1969.0,,
29471198,12801 FM 812,78719,30.129177,-97.646425,172323.0,7178,191279,151644,1344,43560,1978.0,,
144251152,21211 Hog Eye Road,78653,30.298609,-97.482155,229536.0,-1541,247899,195106,2160,217800,2007.0,,
83824080,1040 Barrie Drive,78734,30.347232,-97.954902,470324.0,-7757,503247,446808,2302,97836,2007.0,,
29512005,8509 Bluff Springs Road,78744,30.165527,-97.766492,362396.0,25279,387764,344276,2000,234788,1980.0,,
,2105 Justin Lane,78757,,,,,,,,,,,
,7616 Ladera Trail,78645,,,,,,,,,,,
,13812 Abrahamson Road,78653,,,,,,,,,,,
2096767401,9101 Cottage Grove Pass,78717,30.509967,-97.742049,,,,,,,,,
,12309 Sparks Road,78653,,,,,,,,,,,
,290 Garcia Lane,78616,,,,,,,,,,,
83813886,11713 Eagles Glen Drive,78732,30.355006,-97.889229,880908.0,-20446,933762,810435,5113,14984,2004.0,11/15/2016,
29370772,9801 Patrice Drive,78750,30.425188,-97.813231,639443.0,-5633,671415,588288,3778,22756,2001.0,,
29365889,4508 Eck Lane,78734,30.410545,-97.936304,1358372.0,25173,1657214,1168200,2374,256756,1940.0,,
62607054,17302 Zola Lane,78682,30.473703,-97.655205,234403.0,-8173,246123,222683,2086,6795,2002.0,04/05/2012,
,10307 Ranch to Market Road 2222,78730,,,,,,,,,,,
29424801,2707 Ashdale Drive,78757,30.36074,-97.734999,329592.0,-3550,346072,313112,1177,7230,1967.0,04/24/2018,
29446493,707 Brown Drive,78660,30.433745,-97.629473,238992.0,-71,250942,227042,1900,9000,1994.0,,
29347367,3500 Serene Hills Drive,78738,30.34326,-97.998592,671065.0,-4978,765014,610669,2850,130680,1996.0,,
29463579,16529 Decker Creek Drive,78653,30.245106,-97.558013,247331.0,14428,272064,230018,1492,131333,1984.0,,
29399934,5302 Peacedale Lane,78723,30.304101,-97.688652,329734.0,-3614,346221,309950,960,7858,1959.0,,
29476595,3310 South 2nd Street,78704,30.233458,-97.768533,,,,,658,10346,1925.0,,
29364653,4503 Poteau Circle,78734,30.405197,-97.924198,641482.0,-9419,705630,558089,3396,33759,2003.0,06/26/2017,679000
,55 Lisa Rae Drive,78665,,,,,,,,,,,
,3098 Sugar Berry Cove,78664,,,,,,,,,,,
,14511 Ranch-to-Market Road 2769,78641,,,,,,,,,,,
,465 Orchard Road,78612,,,,,,,,,,,
29346595,3707 Rivercrest Drive,78746,30.340076,-97.813207,503683.0,-6737,740414,448278,1056,20147,1980.0,,
,4401 Freidrich Lane,78744,,,,,,,,,,,
,1983 Surrey Drive,78664,,,,,,,,,,,
,5200 Riata Park Court,78727,,,,,,,,,,,
,3573 RM 620,78738,,,,,,,,,,,
29462490,3711 Crownover Street,78725,30.234128,-97.585467,197339.0,-3257,207206,187472,1692,6312,1999.0,,
,249 Old West Trail,78610,,,,,,,,,,,
,5830 Mesa Drive,78731,,,,,,,,,,,
29481938,11016 Tangleridge Circle,78736,30.228638,-97.954872,414116.0,4352,451386,368563,2313,43560,2002.0,,
,16104 FM 812,78719,,,,,,,,,,,
,10700 Bitting School Road,78621,,,,,,,,,,,
,13898 High Sierra Road,78737,,,,,,,,,,,
29471193,11513 FM 812,78719,30.136723,-97.661962,255381.0,24912,288581,219628,1440,217844,1979.0,,
,900 Meadow Ridge Drive,78620,,,,,,,,,,,
29582563,2400 Falcon Drive,78681,30.519695,-97.712518,293092.0,2959,307747,278437,2249,7144,1991.0,,
,2899 Hummingbird Road,78652,,,,,,,,,,,
125889594,6714 Comanche Trail,78732,30.409482,-97.87674,,,,,,219978,,,
124721123,14600 Pearce Lane,78617,30.158568,-97.600531,,,,,,2001495,1975.0,,
,1175 Mathias Lane,78610,,,,,,,,,,,
84380744,138 Oak River Drive,78612,30.13817,-97.553373,155304.0,778,166175,142880,1408,,1986.0,05/16/2003,93461
64459718,208 East Carrie Manor Street,78653,30.338891,-97.556626,206399.0,-455,220847,189887,1944,2875,1992.0,,
,809 Cole Springs Road,78610,,,,,,,,,,,
,13918 Graef Road,78610,,,,,,,,,,,
29333168,3506 Barton Point Drive,78733,30.291211,-97.89989,1259724.0,-9391,1335307,1108557,4928,96747,1986.0,,
,9201 Ranchland Hills Cove,78645,,,,,,,,,,,
,17024 Davenport Divide Road,78738,,,,,,,,,,,
144327229,21303 Jakes Hill Road,78634,30.485808,-97.548504,622035.0,2059,721561,510069,5024,436253,1996.0,,
83813068,9400 Blocker Lane,78719,30.115179,-97.67404,231157.0,9947,254273,194172,2128,65340,1999.0,,
58306622,12523 Rampart Street,78727,30.416286,-97.691808,226742.0,-567,414938,122441,1787,7753,1981.0,,
,18638 Webberville Road,78653,,,,,,,,,,,
145658579,3017 Winding Shore Lane,78660,30.474404,-97.566496,356357.0,16996,381302,320721,3222,10576,2018.0,,
145654688,3029 Winding Shore Lane,78660,30.475651,-97.566069,,,,,,11308,,,
,7148 South Pleasant Valley Road,78744,,,,,,,,,,,
64832493,9907 Rodriguez Road,78747,30.114086,-97.704758,391694.0,-7858,438697,344691,2544,261360,1977.0,,
,9501 Cargo Avenue,78719,,,,,,,,,,,
29439149,13904 Hymill Drive,78660,30.406867,-97.629768,123754.0,-1922,147267,97766,896,8999,1972.0,07/30/2004,49000
144351959,16600 Maschmeier Road,78617,30.127885,-97.580621,,,,,,5373692,,,
29507665,4029 Shavano Drive,78749,30.182429,-97.860524,404230.0,1667,424441,384019,2705,10111,1993.0,,
29420913,8508 Loralinda Drive,78753,30.347164,-97.690333,315683.0,5403,353565,293585,2007,9104,1977.0,,
,2010 Farm-to-Market Road 1327,78747,,,,,,,,,,,
29329592,11949 Overlook Pass,78738,30.281308,-97.935216,2904577.0,-177232,3253126,2759348,8877,550598,1997.0,,
,1498 Pearl Cove,78681,,,,,,,,,,,
29463993,6713 Porter Street,78741,30.22946,-97.694628,209883.0,547,222476,197290,10,6721,1950.0,,
29471261,16600 Fagerquist Road,78617,30.136692,-97.5809,252751.0,9148,280554,217366,2076,150630,1982.0,,
144251114,21312 Hog Eye Road,78621,30.302261,-97.47866,700495.0,-27018,749530,588416,3363,2347884,1975.0,,
29337657,4903 Great Divide Drive,78738,30.304407,-97.956248,723061.0,-15663,766445,672447,2938,156468,1996.0,,
,212 East Parsons Street,78653,,,,,,,,,,,
29456722,1604 Copperhead Cove,78664,30.47037,-97.649325,236471.0,-2042,248295,224647,1984,9052,1992.0,,
29341954,3425 Mount Barker Drive,78731,30.326277,-97.772784,1189764.0,-10835,1284945,1094583,2857,15638,1957.0,,
64554126,8404 Lime Creek Road,78641,30.459363,-97.919283,2396966.0,-136309,2516814,2253148,9445,208583,2002.0,,
94641375,13616 Bullick Hollow Road,78726,30.435939,-97.872681,496483.0,1,521307,471659,3683,12327,2009.0,,
29448055,15301 Delahunty Lane,78660,30.440137,-97.650887,266827.0,-1757,296178,248149,2100,29882,1974.0,,
,2721 South Lakeline Boulevard,78613,,,,,,,,,,,
,11639 Sparks Road,78653,,,,,,,,,,,
,13877 Evergreen Way,78737,,,,,,,,,,,
29476181,9415 Wier Loop Road,78736,30.244784,-97.919392,367099.0,35153,403809,337731,1400,90605,1982.0,,
29352241,603 Palos Verdes Drive,78734,30.364312,-97.969846,564254.0,5425,603752,536041,3212,21300,2001.0,09/08/2017,
29341423,1801 Real Wind Cove,78746,30.317849,-97.814495,1317127.0,-42325,1396155,1185414,4768,23244,1998.0,,
,1245 Calder Road,78616,,,,,,,,,,,
,12006 1/2 North MoPac Expressway,78759,,,,,,,,,,,
29473250,2402 South 4th Street,78704,30.242995,-97.763441,1280813.0,-4860,1472935,1101499,2400,6900,2007.0,,
,102 Swiftcurrent Trail,78746,,,,,,,,,,,
29352669,504 Tartan Street,78734,30.359994,-97.992013,376216.0,26,395027,357405,1817,18875,1980.0,,
144968511,20705 Ed Acklin Road,78653,30.274676,-97.49095,,,,,,174240,,,
60136676,2716 Zambia Drive,78613,30.471392,-97.854977,479268.0,-2657,503231,450512,3590,13874,2001.0,,
58311898,6925 Felipe Drive,78747,30.152985,-97.737266,204589.0,8326,214818,192314,1102,6656,2002.0,,
29494594,6504 King George Drive,78745,30.200303,-97.78921,264181.0,4716,277390,250972,1164,6891,1969.0,,
,2809 Northland Drive,78756,,,,,,,,,,,
29323767,805 Dawson Road,78704,30.257111,-97.75632,670621.0,-13662,710858,630384,936,7845,1963.0,,
111967721,12154 New Sweden Church Road,78653,30.406186,-97.501327,613857.0,-8544,724351,577026,2238,652267,1984.0,,
,10101 Lorado Drive,78725,,,,,,,,,,,
,7913 Navajo Pass,78641,,,,,,,,,,,
,6500 Aviation Drive,78653,,,,,,,,,,,
2087307519,1201 Lady Bird Lane,78741,30.242588,-97.722809,,,,,1122,,2015.0,,
58305571,4804 Misty Brook Cove,78727,30.416983,-97.73403,292210.0,854,327275,248379,1597,5693,1985.0,,
29335258,3222 Cherry Lane,78703,30.295745,-97.775631,996133.0,-15260,1055901,926404,2421,8446,1947.0,,
64738809,3009 East Pflugerville Parkway,78660,30.446105,-97.586851,282639.0,-9412,302424,265681,2444,34020,1989.0,,
,10004 Platt Lane,78725,,,,,,,,,,,
29480672,4600 Langtry Lane,78749,30.226,-97.840289,384246.0,-5135,403458,365034,1845,7832,1982.0,,
29450756,601 Applewood Drive,78691,30.443584,-97.612688,259136.0,-8107,274684,240996,2437,9980,1996.0,,
,232 Rolling Hills Drive,78610,,,,,,,,,,,
29445011,13107 Kellies Farm Lane,78727,30.425743,-97.694217,324719.0,-7731,360438,308483,1900,7122,1991.0,,
